comment,author,num_likes,rate
라이너님 본 영화가 쓰레기 망작이자 중학생 학예회 연극 수준인건 저도 매우 공감하지만... 6분53초에 경찰 신분증을 거꾸로 들고 제시하는 장면은... 주인공이 범죄현장에서 범죄자와 마주친 상황에서도 양손을  바지주머니에 집어 넣고 조폭보다 더 껄렁껄렁하게 걸어가는 장면과 연결해서 보신다면 무척 자연스럽고 위트 넘치는 괜찮은 장면이었다고 생각합니다.  굳이 예를 들자면 신세계에서 정청이 공항에서 맨발 쓰레바로 입국하는 장면... 최고급 에쿠스에서 외국 출장을 다녀온 조직의 임원급이 3~4만원 짜리 짝퉁을 사와서 자랑하고 나눠주는 흔히 관객이 늘상 상상하던 상식을 파괴한 멋진 장면이었다고 생각하는데... 저 개인적으로 저 장면은 이동준과 감독 모두 의도한 연출이라는 생각이 드네요...,Gfdfghuyr654 Tffhui,112,5.378703594207764
2부 빨리 현기증날거 같단 말이에요....,시계태엽오렌지,4,7.665823936462402
빨리 2부  좀 굽신 굽신,박정혁,3,8.180545806884766
드디어 그 작품을 하시는구나 의리로 견뎌야한다,둠보이,3,4.273348808288574
드디어 나왔군요 일단 선 좋아요 누르고 감상갑니다.,Won Dong Myung,4,7.470602035522461
선생님 그동안 눈팅만 했었는데 진짜 이번편은 왕꿀잼입니다 2부가 너무 기대됩니다 계속 박장대소를 하며 본 리뷰는 처음입니다~,오군,3,8.67611312866211
저 흑인배우 영화 언더월드에 루시안 오른팔인 라이칸으로 나오는 배우입니다 ㅋㅋㅋ 나름 성공한 할리우드 시리즈 조연이에요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,유지훈,39,9.42523193359375
"서울대 합격자 수기만 보고 공부하는 것도 좋지만 이렇게 살면 3수를 면치 못한다는 수기도 필요한 법이다. 살인의추억, 올드보이,지구를지켜라 2003년 한국영화계가 헐리웃이라도 된 듯 들 떠 있던 시기에 2004년 클레멘타인은 우리 스스로를 디시 한번 되돌아 볼 수 있는 큰 계기를 민들어준 작품이다.  파도만 보던 우리에게 바람을 볼 수 있게 해준 것이다. 캬~ 갓띵작",Marty Mcfly마티 맥플라이,238,5.966220378875732
이 영화를 진지하게 바라보는 사람은 이 영화를 즐길줄 모르는 사람이다.ㅋㅋㅋ,다리미,8,8.56817626953125
이 영화 네이버 평점댓글중 최고는 영화에 감명 받아 나중에 아들 낳으면 이름을 이동갈로 짓겟다는 분이 빵터졌음 ㅎㅎ,고고민우,67,3.2662007808685303
이런 부분을 신경 쓰면 지는거죠  ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ 클레멘타인 영화를 전체적으로 설명할 수 있는 정확한 한 문장이네요 ^^,꼬마둥이,37,3.7117769718170166
사랑이 앞니 ㅋㅋ 나무를 보다가 숲을 놓치면 안된다네,천걸음,47,7.525857925415039
똥꼬쇼비긴즈..,연우,6,3.9792027473449707
공무원증 거꾸로든건 그냥 털털한성격이다 이런걸 표현한게아닐까요 ㅋㅋㅋㅋㅋㅋㅋ,plz knock,5,9.519017219543457
퇴근하고 보다가 빵터졌네여 ㅋㅋㅋ,고태규,3,8.012100219726562
와...저혈압 환잔데 17분만에 다 나은거 같아요... 그나저나 6만2천명이나 보셨다니... 그분들께 심심한 위로를...,Nashira Y,57,2.383352041244507
이 정도면 감독이랑 각본가는 한강에 손잡고 뛰어들고 환생해도 용서가 안된다.,박창훈,3,6.698853969573975
도대체 52억을 어디다 쓴 것일까?,Lukas,390,3.376575231552124
ㅋㅋㄲㅋ끊기 미쳤네,박하,4,4.188051700592041
친구가 추천해줬고 평점도 높고해서 과자 사놓고 봤는데 2시간 동안 멘탈놓고 봤었던 영화...   이동우 이 씨발새끼야,노딴딴,4,2.1358683109283447
16분이 순삭.....,Geem 12,7,5.87498140335083
라이너님~~~~ㅠㅠ(통곡의 댓글이 끊이지 않았더랬다)아...진심 라이너님 걱정된다. 난 이 프로젝트 라이너님 건강을 위해 반댈세. 첫판부터 끝판왕이라니.,오구오구오구우쭈쮸쮸쮸,9,8.426351547241211
사람이 배고플때 맛있는 음식을 보면 침이 고이듯이 썸네일을 보자마자 눈에 물이 고이기 시작했다..,윾윾윾,162,8.386847496032715
영상 퀄리티가 날이 갈수록 발전하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,히강,5,7.79594612121582
"이 영화감독의 전 작품이 그 유명한 ‘ 주글래 살래’ 라니, 완성도는 미리 포기하는 것이 정신건강에 좋겠죠?",김성모,5,1.8954299688339233
군 복무시절에 일요일마다 문화활동 시켜준다고 영화를 보여줬었는데 신작 DVD라고 클래멘타인을 틀어줬습니다. 화장실도 못가고 붙잡혀서 끝까지 다봤었더랬죠....,역시스팸,156,1.3639775514602661
클레멘타인은 명작입니다. 한두번 봐서는 이해가 안가지만 최소 10번이상보아야 이해가 가는 명작입니다. 힘들어도 꼭 10번이상 정주행해야합니다.,Karl Heinrich Marx,8,8.471264839172363
이걸 리뷰하시다니 전설의 영화... 1부인지 모르고보다가 끊는 타이밍에 한번 더 취하네요,길현우,4,2.414898633956909
역시 명작....리뷰 또한 다 못보게 만들었네,임영범,8,8.344307899475098
도입부에서 일시정지 눌러놓고 더봐야할까 지금이라도 도망쳐야하나 고민중.....,슬초,11,4.908605098724365
아니이런ㅋㅋㅋ리뷰는 꽤나 재밋네요ㅋㅋㅋ이렇게 난데없이 끊으시는 분 아니잖아요ㅋㅋ,서소피,7,6.82657527923584
명성이 자자해서 궁금했지만 차마 볼수는 없었던 전설의 레전드! IPTV에서 공짜인데도 손이 안가네요,승임아빠,24,7.473795413970947
영화보면서 밥먹다  밥그릇까지먹엇다 이지랄ㅋㅋㅋ,김태빈,55,3.0325052738189697
괜찮으시겠습니까 판도라의상자를 열어버리셨네 건들지말아야할 건들지말았어야할,차돌이,4,8.321592330932617
신은 인간을 만들었고 인간은 클레멘타인을 만들었다ㅋㅋㅋㄱㄱ인간 네이놈!!!!!!!,서채영,114,4.438913345336914
볼륨 문제는 촬영 당시 다른 소음이 섞여 들어가서 그걸 가리려고 그런 것 같네요 물론 보통의 경우면 그자리에서 확인하고 재촬영 하는게 당연하지만... 아마 나중에 편집과정에서 발견한듯,김수정,11,7.8299407958984375
볼까말까 손떨다가 얼떨결에 눌렀네 ㅅㅂ....,Eisuel Cham,13,4.151855945587158
역시 엄청난 대작은 한 영상으로 담을수 없을정도군요 정말 대단합니다. 아 물론 보진않을겁니다ㅎ,롤롤,6,8.613100051879883
아놔 잘 보고 있었는데 ㅋㅋㅋㅋ 2붘ㅋㅋㅋ,hey ok,12,6.074165344238281
라이너님의 리뷰 중 이렇게 웃으면서 보는 리뷰는 처음입니다. 뿐만아니라 편집이 상당히 돋보입니다 이번 리뷰 잘봤습니다 ㅋㅋㅋ,직전신장,144,8.531190872192383
라이너 형 망작 릴레이 한다고 말한지 얼마나 되었다고 벌써 영상을 올렸어. 우리도 기대는 했지만 아직 마음에 준비를 하지 못 했는데 벌써 이렇게 올려주다니. 아직 6편이나 남았어 내상 관리 잘 해 형.,Arturo Hwang,77,2.469618558883667
"이거 슈퍼개명작인데 이걸 까네;;; 여러분들 이 사람 말 믿지 마시고 이 영화 두 번 보세요, 꼭 두 번...아니 세 번...아니 그냥 죽을때까지 보세요...",jjwjjwjgo,106,2.5586564540863037
드디어 나왔네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이거를 얼마나 기다렸는지 모릅니다ㅠㅠㅜㅜㅜㅜㅜ라이너님 더럽♥,이창민,3,7.278570175170898
"한국영화는 BC와 AC로 나뉜다 Before 클레멘타인, After 클레멘타인",Apple Car,299,2.0530529022216797
처음에 보다가 도저히 견딜 수 없어서 소리만 듣는데도 괴로웠음 솔직히 말씀하세요 괴로워서 중간에 한번 끊었죠?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,손보배,3,4.951656818389893
대장금 투척ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 편집력 무엇ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개빵터졌네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,이제훈,169,1.2133584022521973
한국영화는 클레멘타인 전 과 후로 나뉜다,피라미드노예,6,2.7116854190826416
결국은 또 보셨군요..... 라이너님 당신은 용자입니다!,김성모,19,8.843154907226562
이 영화를 건드렸다가 그 후폭풍을 어찌 감당하려고 그러십니까? 이 영화를 통해 삶의 밑바닥을 딛고 일어선 많은 이들의 거센 비난을 마주하게 될 겁니다. 아빠 일어나~~ㅠㅠ,뽀송이집사,304,8.993340492248535
영웅:셀러맨드의 비밀을 아십니까?,라이브앨리트,24,8.13329792022705
끊는 급이 클레멘타인급이넼ㅋㅋㅋㅋㅋ 2부를 어여 주세요 ㅠㅠ,Subzero Choi,58,1.4483587741851807
마지막 끊기 미친 거 아니냐 ㅋㅋㅋ,허재원,95,6.858628749847412
생일상 ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋㅋ,강갤럭시,35,3.99946665763855
리뷰보는데 촌스러워서 폐가 쪼그라드는 느낌이든다,이럴수가,32,5.164632797241211
제목만 보았을 뿐인데 저는 그만 정신을 잃고 말았습니다.,김다희,1400,3.549227714538574
이 영화를 본 사람으로서 말씀 드리자면 이해하려 들지 마세요.의문을 제기하지도 마세요.그냥 무의식속에 몸과 마음을 맡기세요.그러다 보면 몸도 마음도 피폐해집니다.정신이 든다 싶을땐 편의점에 파는 핫바가 먹고 싶어지더군요.,스퀘어서점,704,7.6059088706970215
드디어 ㅋㅋㅋ,TAE KYU SONG,5,7.131904125213623
크 도키도키 클레멘타인 리뷰는 많이 봤지만 볼때마다 충력,NYKang,4,4.073789119720459
